gene	transcript	n_cds_exons	dead_10x_n	dead_10x_exons	dead_20x_n	dead_20x_exons	dead_30x_n	dead_30x_exons	cds_len	dead_10x_len	dead_10x_pct	dead_20x_len	dead_20x_pct	dead_30x_len	dead_30x_pct
TTN	ENST00000589042	362	10	45,114,147,149,164,248,273,338,357,360	87	7,45,46,49,50,51,52,53,54,55,56,57,59,60,61,62,64,65,67,68,69,70,71,72,74,76,77,78,79,80,81,82,83,84,87,88,90,91,92,93,96,97,98,100,105,114,146,147,149,164,248,249,272,273,279,280,282,287,288,309,311,313,320,323,324,334,337,338,340,341,342,343,344,345,346,348,349,350,351,353,354,355,356,357,360,362,363	125	7,45,46,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,105,106,107,114,120,146,147,149,164,199,215,225,226,236,240,248,249,261,263,272,273,274,275,279,280,282,287,288,289,296,305,306,309,311,312,313,314,316,320,323,324,333,334,335,337,338,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,360,362,363	115216	3593	3.1	28849	25.0	44014	38.2
TTPA	ENST00000260116	5	1	1	1	1	1	1	937	224	23.9	224	23.9	224	23.9
TTR	ENST00000237014	4	0		0		0		524	0	0.0	0	0.0	0	0.0
TUB	ENST00000299506	12	0		1	3	4	1,3,4,5	1761	0	0.0	183	10.4	593	33.7
TUBA1A	ENST00000301071	4	0		0		0		1436	0	0.0	0	0.0	0	0.0
TUBA1C	ENST00000301072	4	0		0		1	1	1430	0	0.0	0	0.0	23	1.6
TUBA3D	ENST00000321253	5	0		0		0		1453	0	0.0	0	0.0	0	0.0
TUBA3E	ENST00000312988	5	0		0		1	4	1453	0	0.0	0	0.0	701	48.2
TUBA4A	ENST00000248437	4	0		0		1	4	1427	0	0.0	0	0.0	992	69.5
TUBA8	ENST00000330423	5	0		0		0		1450	0	0.0	0	0.0	0	0.0
TUBAL3	ENST00000380419	4	0		0		1	3	1421	0	0.0	0	0.0	169	11.9
TUBB	ENST00000327892	4	4	1,2,3,4	4	1,2,3,4	4	1,2,3,4	1415	1415	100.0	1415	100.0	1415	100.0
TUBB1	ENST00000217133	4	0		0		0		1436	0	0.0	0	0.0	0	0.0
TUBB2A	ENST00000333628	4	0		0		1	1	1418	0	0.0	0	0.0	77	5.4
TUBB2B	ENST00000259818	4	0		0		0		1418	0	0.0	0	0.0	0	0.0
TUBB3	ENST00000315491	4	0		0		1	1	1433	0	0.0	0	0.0	77	5.4
TUBB4A	ENST00000264071	4	0		0		0		1415	0	0.0	0	0.0	0	0.0
TUBB4B	ENST00000340384	4	0		0		0		1418	0	0.0	0	0.0	0	0.0
TUBB6	ENST00000317702	4	0		0		2	1,4	1421	0	0.0	0	0.0	1161	81.7
TUBB8	ENST00000568584	4	0		0		0		1415	0	0.0	0	0.0	0	0.0
TUBG1	ENST00000251413	11	0		0		0		1576	0	0.0	0	0.0	0	0.0
TUBGCP2	ENST00000252936	17	0		1	12	3	5,12,13	3049	0	0.0	193	6.3	522	17.1
TUBGCP4	ENST00000564079	18	0		0		2	7,9	2361	0	0.0	0	0.0	367	15.5
TUBGCP5	ENST00000615383	23	1	1	13	1,3,5,6,9,10,12,13,14,15,16,18,22	19	1,3,4,5,6,9,10,11,12,13,14,15,16,18,19,20,21,22,23	3535	166	4.7	2250	63.6	3111	88.0
TUBGCP6	ENST00000248846	25	2	1,16	2	1,16	2	1,16	5960	2405	40.4	2405	40.4	2405	40.4
TUFM	ENST00000313511	10	0		0		0		1568	0	0.0	0	0.0	0	0.0
TUFT1	ENST00000368849	13	0		0		1	6	1433	0	0.0	0	0.0	86	6.0
TULP1	ENST00000229771	15	0		0		1	3	1929	0	0.0	0	0.0	111	5.8
TULP2	ENST00000221399	12	0		1	8	1	8	1803	0	0.0	332	18.4	332	18.4
TULP3	ENST00000448120	11	0		0		2	1,10	1549	0	0.0	0	0.0	253	16.3
TUSC3	ENST00000503731	10	0		0		0		1247	0	0.0	0	0.0	0	0.0
TUT1	ENST00000476907	9	0		2	3,9	3	3,5,9	2805	0	0.0	1507	53.7	1997	71.2
TWIST1	ENST00000242261	1	1	1	1	1	1	1	629	629	100.0	629	100.0	629	100.0
TWIST2	ENST00000612363	1	0		1	1	1	1	503	0	0.0	503	100.0	503	100.0
TWNK	ENST00000311916	5	0		0		0		2155	0	0.0	0	0.0	0	0.0
TWSG1	ENST00000262120	4	0		1	5	3	3,4,5	752	0	0.0	202	26.9	609	81.0
TXN2	ENST00000216185	3	0		1	2	1	2	561	0	0.0	283	50.4	283	50.4
TXNDC15	ENST00000358387	5	0		0		2	2,5	1183	0	0.0	0	0.0	725	61.3
TXNL4A	ENST00000269601	3	0		0		2	1,3	489	0	0.0	0	0.0	365	74.6
TXNRD1	ENST00000525566	17	0		0		3	2,5,14	2290	0	0.0	0	0.0	443	19.3
TXNRD2	ENST00000400521	17	0		1	1	1	1	1915	0	0.0	123	6.4	123	6.4
TYK2	ENST00000525621	23	0		0		2	7,21	4024	0	0.0	0	0.0	541	13.4
TYMP	ENST00000252029	9	0		1	9	3	8,9,10	1629	0	0.0	161	9.9	581	35.7
TYMS	ENST00000323274	7	0		1	1	2	1,3	1082	0	0.0	225	20.8	420	38.8
TYR	ENST00000263321	5	0		0		0		1690	0	0.0	0	0.0	0	0.0
TYROBP	ENST00000262629	5	0		0		0		442	0	0.0	0	0.0	0	0.0
TYRP1	ENST00000388918	7	0		0		0		1754	0	0.0	0	0.0	0	0.0
U2AF2	ENST00000308924	12	0		1	6	1	6	1668	0	0.0	137	8.2	137	8.2
UBA1	ENST00000335972	25	0		0		0		3677	0	0.0	0	0.0	0	0.0
UBA2	ENST00000246548	17	1	1	1	1	5	1,10,12,13,17	2263	158	7.0	158	7.0	856	37.8
UBA5	ENST00000356232	12	0		0		4	7,8,9,11	1455	0	0.0	0	0.0	556	38.2
UBA6	ENST00000322244	33	0		1	19	6	7,9,10,19,29,30	3819	0	0.0	202	5.3	933	24.4
UBAP1	ENST00000297661	6	0		0		1	3	1629	0	0.0	0	0.0	145	8.9
UBAP1L	ENST00000559089	5	1	3	1	3	1	3	1246	599	48.1	599	48.1	599	48.1
UBAP2L	ENST00000428931	26	0		1	27	5	9,11,13,14,27	3784	0	0.0	116	3.1	872	23.0
UBASH3A	ENST00000319294	15	0		1	6	2	3,6	2286	0	0.0	190	8.3	397	17.4
UBE2A	ENST00000371558	6	0		0		0		579	0	0.0	0	0.0	0	0.0
UBE2B	ENST00000265339	6	0		0		0		579	0	0.0	0	0.0	0	0.0
UBE2L3	ENST00000342192	4	0		0		0		545	0	0.0	0	0.0	0	0.0
UBE2T	ENST00000646651	6	0		0		0		714	0	0.0	0	0.0	0	0.0
UBE2U	ENST00000371077	10	0		0		2	4,10	1154	0	0.0	0	0.0	323	28.0
UBE2Z	ENST00000360943	7	1	1	1	1	1	1	1205	337	28.0	337	28.0	337	28.0
UBE3A	ENST00000648336	11	0		1	5	1	5	2839	0	0.0	319	11.2	319	11.2
UBE3B	ENST00000342494	26	0		0		2	8,21	3727	0	0.0	0	0.0	237	6.4
UBE3C	ENST00000348165	23	0		0		7	4,7,12,13,16,18,20	3712	0	0.0	0	0.0	1367	36.8
UBE4A	ENST00000252108	19	0		1	16	7	6,8,9,11,13,16,17	3581	0	0.0	195	5.4	1675	46.8
UBE4B	ENST00000343090	28	2	20,25	3	20,25,27	5	7,20,25,26,27	4469	331	7.4	498	11.1	1100	24.6
UBIAD1	ENST00000376810	2	0		0		0		1057	0	0.0	0	0.0	0	0.0
UBP1	ENST00000283629	16	1	9	1	9	4	8,9,14,15	1943	124	6.4	124	6.4	487	25.1
UBQLN1	ENST00000376395	11	2	9,11	3	7,9,11	6	5,6,7,9,10,11	1990	309	15.5	472	23.7	1095	55.0
UBQLN2	ENST00000338222	1	0		0		0		1895	0	0.0	0	0.0	0	0.0
UBR1	ENST00000290650	47	0		0		0		6190	0	0.0	0	0.0	0	0.0
UBR3	ENST00000272793	39	2	1,38	4	1,7,9,38	21	1,2,3,7,9,13,14,17,18,20,21,22,23,25,27,29,31,34,36,38,39	6447	725	11.2	1076	16.7	3951	61.3
UBR4	ENST00000375254	106	0		4	2,15,32,83	21	1,2,8,15,19,21,28,32,33,39,41,48,57,65,73,78,83,87,91,95,103	17672	0	0.0	723	4.1	4165	23.6
UBR5	ENST00000520539	59	1	44	3	9,18,44	18	3,7,9,12,17,18,19,24,26,33,38,39,41,43,44,53,56,59	9580	134	1.4	498	5.2	3286	34.3
UBR7	ENST00000013070	11	0		0		4	1,4,9,10	1498	0	0.0	0	0.0	551	36.8
UBTF	ENST00000436088	20	0		0		1	6	2695	0	0.0	0	0.0	85	3.2
UCHL1	ENST00000284440	9	0		0		0		852	0	0.0	0	0.0	0	0.0
UCP2	ENST00000663595	6	0		0		0		1050	0	0.0	0	0.0	0	0.0
UCP3	ENST00000314032	6	0		0		0		1059	0	0.0	0	0.0	0	0.0
UFC1	ENST00000368003	6	0		0		0		624	0	0.0	0	0.0	0	0.0
UFM1	ENST00000239878	6	0		0		0		378	0	0.0	0	0.0	0	0.0
UFSP2	ENST00000264689	12	0		0		4	3,5,6,7	1650	0	0.0	0	0.0	762	46.2
UGCG	ENST00000374279	9	0		2	8,9	5	2,3,4,8,9	1365	0	0.0	401	29.4	808	59.2
UGDH	ENST00000316423	11	0		0		2	2,8	1705	0	0.0	0	0.0	333	19.5
UGGT1	ENST00000259253	41	1	13	2	6,13	7	6,13,17,18,29,30,36	5488	171	3.1	366	6.7	1295	23.6
UGGT2	ENST00000376747	39	1	37	1	37	16	3,4,5,6,9,12,16,17,18,22,23,25,27,32,35,37	5331	137	2.6	137	2.6	2435	45.7
UGP2	ENST00000337130	10	0		1	6	3	4,5,6	1727	0	0.0	318	18.4	678	39.3
UGT1A1	ENST00000305208	5	0		0		0		1702	0	0.0	0	0.0	0	0.0
UGT1A9	ENST00000354728	5	0		1	1	1	1	1693	0	0.0	875	51.7	875	51.7
UGT2B17	ENST00000317746	6	3	5,6,7	6	2,3,4,5,6,7	6	2,3,4,5,6,7	1713	648	37.8	1713	100.0	1713	100.0
UGT2B4	ENST00000305107	6	0		0		4	1,3,4,6	1707	0	0.0	0	0.0	1298	76.0
UHRF1	ENST00000650932	16	0		1	7	1	7	2702	0	0.0	207	7.7	207	7.7
UIMC1	ENST00000511320	14	0		0		0		2440	0	0.0	0	0.0	0	0.0
ULK4	ENST00000301831	36	0		1	17	5	15,17,20,21,27	4548	0	0.0	99	2.2	801	17.6
UMOD	ENST00000396138	10	0		0		0		2123	0	0.0	0	0.0	0	0.0
UMPS	ENST00000232607	6	0		0		1	4	1563	0	0.0	0	0.0	196	12.5
UNC119	ENST00000335765	5	0		0		0		823	0	0.0	0	0.0	0	0.0
UNC13A	ENST00000519716	44	1	10	2	10,19	3	10,19,44	5992	536	8.9	726	12.1	1047	17.5
UNC13B	ENST00000635942	40	2	4,9	3	4,9,19	5	4,9,10,18,19	13823	8405	60.8	8541	61.8	9066	65.6
UNC13D	ENST00000207549	32	0		0		0		3913	0	0.0	0	0.0	0	0.0
UNC45A	ENST00000418476	20	1	18	2	2,18	4	2,7,8,18	3235	138	4.3	320	9.9	700	21.6
UNC45B	ENST00000394570	19	0		0		2	10,12	3170	0	0.0	0	0.0	483	15.2
UNC50	ENST00000357765	5	0		0		2	2,4	880	0	0.0	0	0.0	460	52.3
UNC79	ENST00000695012	52	5	2,4,5,19,47	34	2,3,4,5,7,9,12,14,15,16,17,18,19,21,22,23,24,26,28,29,30,31,32,33,34,37,39,41,42,43,44,47,48,50	52	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52	9164	889	9.7	7088	77.3	9164	100.0
UNC80	ENST00000673920	65	3	2,27,63	5	2,4,17,27,63	22	2,4,12,13,14,15,17,27,32,34,39,42,43,44,45,46,47,48,59,63,64,65	11275	425	3.8	934	8.3	4501	39.9
UNC93B1	ENST00000227471	11	0		1	1	3	1,9,11	2014	0	0.0	116	5.8	742	36.8
UNG	ENST00000242576	7	0		0		0		1082	0	0.0	0	0.0	0	0.0
UNK	ENST00000589666	16	0		0		0		2753	0	0.0	0	0.0	0	0.0
UPB1	ENST00000326010	10	0		0		0		1355	0	0.0	0	0.0	0	0.0
UPF1	ENST00000262803	23	1	1	1	1	2	1,5	3817	251	6.6	251	6.6	452	11.8
UPF3B	ENST00000276201	11	0		0		0		1672	0	0.0	0	0.0	0	0.0
UPK3A	ENST00000216211	6	0		0		0		984	0	0.0	0	0.0	0	0.0
UPP2	ENST00000005756	7	0		0		1	6	1094	0	0.0	0	0.0	167	15.3
UQCC2	ENST00000607484	4	0		0		0		461	0	0.0	0	0.0	0	0.0
UQCC3	ENST00000377953	2	0		0		0		322	0	0.0	0	0.0	0	0.0
UQCR10	ENST00000330029	2	0		0		0		232	0	0.0	0	0.0	0	0.0
UQCR11	ENST00000591899	2	0		0		0		211	0	0.0	0	0.0	0	0.0
UQCRB	ENST00000287022	4	0		0		0		416	0	0.0	0	0.0	0	0.0
UQCRC1	ENST00000203407	13	0		0		0		1703	0	0.0	0	0.0	0	0.0
UQCRC2	ENST00000268379	14	0		0		2	3,7	1642	0	0.0	0	0.0	288	17.5
UQCRFS1	ENST00000304863	2	0		0		2	1,2	865	0	0.0	0	0.0	865	100.0
UQCRH	ENST00000311672	4	0		0		0		356	0	0.0	0	0.0	0	0.0
UQCRHL	ENST00000696689	1	0		0		0		296	0	0.0	0	0.0	0	0.0
UQCRQ	ENST00000378670	2	0		0		0		289	0	0.0	0	0.0	0	0.0
UROC1	ENST00000290868	20	0		0		0		2431	0	0.0	0	0.0	0	0.0
UROD	ENST00000246337	10	0		0		0		1304	0	0.0	0	0.0	0	0.0
UROS	ENST00000368797	9	0		0		0		978	0	0.0	0	0.0	0	0.0
USB1	ENST00000219281	7	0		0		0		938	0	0.0	0	0.0	0	0.0
USF1	ENST00000368021	10	0		0		1	6	1133	0	0.0	0	0.0	216	19.1
USF2	ENST00000222305	10	2	1,4	2	1,4	4	1,2,4,9	1241	303	24.4	303	24.4	519	41.8
USF3	ENST00000316407	5	0		0		1	6	6838	0	0.0	0	0.0	117	1.7
USH1C	ENST00000005226	27	0		0		0		3240	0	0.0	0	0.0	0	0.0
USH1C	ENST00000318024	21	0		0		0		2079	0	0.0	0	0.0	0	0.0
USH1G	ENST00000614341	3	0		0		0		1446	0	0.0	0	0.0	0	0.0
USH2A	ENST00000307340	71	0		1	33	3	8,12,33	17029	0	0.0	180	1.1	638	3.7
USP14	ENST00000261601	16	1	15	2	11,15	4	4,11,15,16	1805	128	7.1	214	11.9	511	28.3
USP18	ENST00000215794	10	0		0		0		1319	0	0.0	0	0.0	0	0.0
USP19	ENST00000417901	26	1	27	3	6,26,27	4	6,7,26,27	4675	137	2.9	659	14.1	896	19.2
USP2	ENST00000260187	12	1	2	2	2,10	2	2,10	2058	794	38.6	893	43.4	893	43.4
USP24	ENST00000294383	68	3	1,28,44	3	1,28,44	24	1,4,5,10,12,18,19,22,23,26,28,29,31,36,40,42,43,44,47,50,51,53,60,63	9223	684	7.4	684	7.4	3771	40.9
USP25	ENST00000400183	26	1	1	1	1	11	1,3,4,5,7,10,13,18,20,21,25	3898	65	1.7	65	1.7	1760	45.2
USP26	ENST00000511190	1	0		0		1	6	2762	0	0.0	0	0.0	2762	100.0
USP27X	ENST00000621775	1	0		0		1	1	1337	0	0.0	0	0.0	1337	100.0
USP28	ENST00000696973	26	1	1	2	1,19	14	1,4,5,7,10,11,12,13,16,17,19,21,25,26	3940	77	2.0	283	7.2	2452	62.2
USP29	ENST00000254181	1	0		0		0		2789	0	0.0	0	0.0	0	0.0
USP33	ENST00000370794	23	0		1	10	9	5,9,10,11,13,17,18,23,24	3196	0	0.0	438	13.7	1679	52.5
USP34	ENST00000398571	80	4	23,26,50,54	7	3,23,26,27,29,50,54	30	3,5,7,11,12,15,17,19,22,23,25,26,27,29,31,32,38,39,42,45,49,50,54,67,69,70,72,75,79,80	12241	540	4.4	1379	11.3	5924	48.4
USP36	ENST00000449938	18	0		1	4	4	4,11,14,17	3732	0	0.0	242	6.5	1333	35.7
USP44	ENST00000258499	5	1	4	1	4	3	2,3,4	2239	129	5.8	129	5.8	1793	80.1
USP45	ENST00000500704	17	0		0		7	3,4,8,12,13,14,17	2785	0	0.0	0	0.0	1570	56.4
USP48	ENST00000308271	27	0		0		7	2,7,9,10,12,19,20	3648	0	0.0	0	0.0	1144	31.4
USP53	ENST00000692078	15	0		1	16	9	5,7,11,12,13,14,15,16,19	3522	0	0.0	759	21.6	2832	80.4
USP7	ENST00000344836	31	0		0		5	1,4,7,13,24	3929	0	0.0	0	0.0	715	18.2
USP8	ENST00000307179	19	0		1	11	6	3,11,14,18,19,20	3737	0	0.0	605	16.2	1575	42.1
USP9X	ENST00000378308	44	4	9,16,22,34	16	8,9,10,16,22,23,24,25,26,29,32,34,35,36,42,43	38	4,5,6,7,8,9,10,12,13,14,15,16,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,34,35,36,37,38,39,40,42,43,44,45	8545	835	9.8	3764	44.0	7719	90.3
USP9Y	ENST00000338981	44	44	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46	44	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46	44	3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46	8548	8548	100.0	8548	100.0	8548	100.0
UTP20	ENST00000261637	62	1	29	2	29,46	23	5,7,8,9,12,13,18,21,28,29,31,33,35,36,37,38,41,43,45,46,56,57,59	9598	100	1.0	287	3.0	4299	44.8
UTP4	ENST00000314423	16	0		0		1	10	2381	0	0.0	0	0.0	85	3.6
UVSSA	ENST00000389851	13	0		1	3	3	3,5,8	2390	0	0.0	351	14.7	887	37.1
UXS1	ENST00000283148	15	1	12	2	1,12	4	1,6,7,12	1578	81	5.1	195	12.4	521	33.0
VAC14	ENST00000261776	19	0		0		1	9	2729	0	0.0	0	0.0	170	6.2
VAMP1	ENST00000396308	5	0		1	5	1	5	457	0	0.0	37	8.1	37	8.1
VAMP2	ENST00000316509	5	1	1	2	1,2	2	1,2	451	22	4.9	163	36.1	163	36.1
VAMP5	ENST00000306384	3	0		1	1	1	1	411	0	0.0	23	5.6	23	5.6
VAMP7	ENST00000286448	7	0		0		1	8	803	0	0.0	0	0.0	89	11.1
VAMP8	ENST00000263864	3	0		0		0		363	0	0.0	0	0.0	0	0.0
VANGL1	ENST00000355485	7	0		0		0		1715	0	0.0	0	0.0	0	0.0
VANGL2	ENST00000368061	7	0		0		0		1706	0	0.0	0	0.0	0	0.0
VAPB	ENST00000475243	6	0		0		0		852	0	0.0	0	0.0	0	0.0
VARS1	ENST00000375663	29	12	2,3,4,6,7,8,9,13,15,18,26,27	29	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	29	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	4375	2054	46.9	4375	100.0	4375	100.0
VARS2	ENST00000676266	29	20	2,4,6,7,12,13,14,15,16,18,20,21,22,23,24,25,26,27,28,29	29	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	29	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30	3772	2736	72.5	3772	100.0	3772	100.0
VAV1	ENST00000602142	27	1	15	1	15	2	15,24	3078	130	4.2	130	4.2	238	7.7
VAX1	ENST00000369206	3	1	3	1	3	1	3	1065	596	56.0	596	56.0	596	56.0
VCAN	ENST00000265077	14	0		0		0		10471	0	0.0	0	0.0	0	0.0
VCL	ENST00000211998	22	0		1	1	2	1,16	3845	0	0.0	188	4.9	511	13.3
VCP	ENST00000358901	17	0		0		0		2761	0	0.0	0	0.0	0	0.0
VDAC1	ENST00000265333	8	0		0		1	7	1012	0	0.0	0	0.0	171	16.9
VDAC2	ENST00000332211	9	0		1	2	2	2,5	1065	0	0.0	51	4.8	224	21.0
VDR	ENST00000549336	8	0		0		0		1444	0	0.0	0	0.0	0	0.0
VEGFA	ENST00000672860	8	0		1	1	1	1	1348	0	0.0	626	46.4	626	46.4
VEGFC	ENST00000618562	7	0		1	6	4	2,3,4,6	1400	0	0.0	354	25.3	971	69.4
VEZF1	ENST00000581208	6	1	1	1	1	3	1,2,6	1686	53	3.1	53	3.1	1216	72.1
VGLL2	ENST00000326274	4	1	3	1	3	1	3	1034	542	52.4	542	52.4	542	52.4
VHL	ENST00000256474	3	0		0		0		702	0	0.0	0	0.0	0	0.0
VIL1	ENST00000248444	19	0		0		0		2864	0	0.0	0	0.0	0	0.0
VIM	ENST00000544301	9	0		0		0		1581	0	0.0	0	0.0	0	0.0
VIP	ENST00000367244	5	1	3	1	3	3	3,4,5	613	143	23.3	143	23.3	420	68.5
VIPAS39	ENST00000557658	19	0		0		0		1862	0	0.0	0	0.0	0	0.0
VKORC1	ENST00000394975	3	0		0		0		552	0	0.0	0	0.0	0	0.0
VLDLR	ENST00000382100	19	0		0		1	1	3002	0	0.0	0	0.0	102	3.4
VMA12	ENST00000292114	6	0		0		0		747	0	0.0	0	0.0	0	0.0
VMA21	ENST00000330374	3	0		0		0		366	0	0.0	0	0.0	0	0.0
VMA22	ENST00000259229	5	0		0		0		643	0	0.0	0	0.0	0	0.0
VNN1	ENST00000367928	7	0		3	3,4,5	6	2,3,4,5,6,7	1682	0	0.0	907	53.9	1452	86.3
VOPP1	ENST00000285279	5	0		1	5	3	1,4,5	619	0	0.0	211	34.1	442	71.4
VPS11	ENST00000621676	16	1	4	1	4	1	4	3146	184	5.8	184	5.8	184	5.8
VPS13A	ENST00000360280	72	0		0		1	41	10965	0	0.0	0	0.0	377	3.4
VPS13B	ENST00000357162	61	0		0		0		13214	0	0.0	0	0.0	0	0.0
VPS13B	ENST00000358544	61	0		0		2	14,37	13289	0	0.0	0	0.0	413	3.1
VPS13C	ENST00000644861	85	1	34	7	10,15,34,46,48,54,61	39	8,10,14,15,19,23,25,26,27,28,31,33,34,35,38,39,40,44,45,46,48,49,51,54,56,57,60,61,63,64,65,68,69,70,71,72,73,75,78	12962	188	1.5	1755	13.5	7003	54.0
VPS13D	ENST00000620676	69	0		2	4,25	21	4,13,16,18,20,21,24,25,28,31,42,47,48,56,58,60,63,64,65,67,68	14547	0	0.0	414	2.8	4948	34.0
VPS16	ENST00000380445	24	0		1	22	1	22	3000	0	0.0	117	3.9	117	3.9
VPS18	ENST00000220509	5	0		2	1,5	3	1,4,5	3022	0	0.0	857	28.4	2748	90.9
VPS26C	ENST00000309117	8	1	2	1	2	1	2	1054	164	15.6	164	15.6	164	15.6
VPS33A	ENST00000267199	13	0		0		2	6,13	2051	0	0.0	0	0.0	397	19.4
VPS33B	ENST00000333371	23	0		0		1	1	2314	0	0.0	0	0.0	116	5.0
VPS35	ENST00000299138	17	0		0		0		2731	0	0.0	0	0.0	0	0.0
VPS35L	ENST00000417362	31	1	2	2	1,2	4	1,2,7,20	3512	120	3.4	157	4.5	389	11.1
VPS37A	ENST00000324849	11	0		0		0		1414	0	0.0	0	0.0	0	0.0
VPS39	ENST00000318006	25	1	18	1	18	4	8,18,22,24	3128	138	4.4	138	4.4	624	19.9
VPS41	ENST00000310301	29	1	17	1	17	6	3,9,12,17,18,25	3145	113	3.6	113	3.6	863	27.4
VPS45	ENST00000644510	15	0		0		4	3,10,14,15	2013	0	0.0	0	0.0	529	26.3
VPS4A	ENST00000254950	11	0		1	1	2	1,6	1534	0	0.0	41	2.7	218	14.2
VPS4B	ENST00000238497	11	0		0		4	2,7,9,10	1555	0	0.0	0	0.0	702	45.1
VPS50	ENST00000305866	28	0		1	13	9	3,11,12,13,14,21,25,26,27	3455	0	0.0	153	4.4	1361	39.4
VPS51	ENST00000279281	10	0		0		4	1,4,6,10	2549	0	0.0	0	0.0	1005	39.4
VPS52	ENST00000445902	20	15	1,2,5,6,7,8,9,10,11,12,13,14,18,19,20	20	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	20	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	2572	2073	80.6	2572	100.0	2572	100.0
VPS53	ENST00000437048	22	0		0		3	12,13,22	2939	0	0.0	0	0.0	428	14.6
VPS8	ENST00000625842	47	4	3,28,39,45	5	3,26,28,39,45	9	3,16,23,26,28,33,37,39,45	5227	478	9.1	541	10.4	1248	23.9
VRK1	ENST00000216639	12	0		0		0		1431	0	0.0	0	0.0	0	0.0
VRK2	ENST00000340157	12	0		0		5	2,7,9,11,13	1767	0	0.0	0	0.0	962	54.4
VSX1	ENST00000376709	5	0		0		0		1198	0	0.0	0	0.0	0	0.0
VSX2	ENST00000261980	5	0		0		0		1186	0	0.0	0	0.0	0	0.0
VTN	ENST00000226218	8	0		0		2	3,7	1597	0	0.0	0	0.0	730	45.7
VWA1	ENST00000476993	3	2	1,3	2	1,3	2	1,3	1398	820	58.7	820	58.7	820	58.7
VWA2	ENST00000392982	13	0		0		0		2528	0	0.0	0	0.0	0	0.0
VWA3B	ENST00000477737	27	1	20	2	20,24	7	2,14,16,20,22,24,28	4425	139	3.1	284	6.4	1273	28.8
VWA8	ENST00000379310	45	0		2	1,26	9	1,3,16,23,26,28,34,35,39	6618	0	0.0	355	5.4	1487	22.5
VWF	ENST00000261405	51	0		1	15	1	15	9462	0	0.0	236	2.5	236	2.5
WAC	ENST00000354911	14	1	4	1	4	8	3,4,5,7,8,10,12,13	2224	127	5.7	127	5.7	1601	72.0
WAPL	ENST00000298767	18	0		1	3	5	2,3,9,13,15	3933	0	0.0	1046	26.6	2194	55.8
WARS1	ENST00000392882	10	0		0		1	6	1616	0	0.0	0	0.0	203	12.6
WARS2	ENST00000235521	6	0		0		1	6	1203	0	0.0	0	0.0	469	39.0
WAS	ENST00000376701	12	0		0		1	10	1749	0	0.0	0	0.0	427	24.4
WASF1	ENST00000392589	8	1	10	1	10	4	4,6,9,10	1840	649	35.3	649	35.3	1176	63.9
WASHC3	ENST00000240079	7	0		0		0		725	0	0.0	0	0.0	0	0.0
WASHC4	ENST00000332180	33	0		0		0		4182	0	0.0	0	0.0	0	0.0
WASHC5	ENST00000318410	28	0		0		0		4040	0	0.0	0	0.0	0	0.0
WASL	ENST00000223023	11	0		1	9	5	1,2,3,6,9	1738	0	0.0	541	31.1	1129	65.0
WBP11	ENST00000261167	11	1	11	2	11,12	6	5,7,8,10,11,12	2146	203	9.5	657	30.6	1620	75.5
WBP2	ENST00000254806	8	0		0		1	8	946	0	0.0	0	0.0	74	7.8
WBP4	ENST00000379487	10	0		0		2	5,8	1331	0	0.0	0	0.0	411	30.9
WDFY3	ENST00000295888	65	1	45	6	8,9,11,45,48,64	30	5,7,8,9,10,11,12,13,16,18,22,23,24,26,27,29,33,35,38,42,45,46,47,48,55,59,62,63,64,65	11881	71	0.6	1265	10.6	5876	49.5
WDFY4	ENST00000325239	61	0		1	12	6	9,12,18,37,59,62	10775	0	0.0	601	5.6	1745	16.2
